year,group,group_label,characteristics_code,cat_id,major,cat_label,item_code,in_cpi_scope,n_cu,dollars,totalexp,share_raw,share_cpi
1988,all_cu,All consumer units,01,40,Out of scope,Cash contributions,CASHCONT,FALSE,94862,693,25892,2.6765023945620268,NA
1988,all_cu,All consumer units,01,41,Out of scope,Personal insurance and pensions,INSPENSN,FALSE,94862,2249,25892,8.68608064266955,NA
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,01,Food,Food at home,FOODHOME,TRUE,33816,2905.7249822569197,32243.03749704282,9.01194554800682,11.362020519129974
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,02,Food,Food away from home,FOODAWAY,TRUE,33816,1997.2049917198958,32243.03749704282,6.194220975313105,7.809508551358097
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,03,Alcohol,Alcoholic beverages,ALCBEVG,TRUE,33816,248.43482375207003,32243.03749704282,0.7705068847029543,0.9714345240426053
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,04,Housing,Owned dwellings: mortgage interest and charges,OWNMORTG,FALSE,33816,2452.5584338774543,32243.03749704282,7.6064745267947895,NA
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,05,Housing,Owned dwellings: property taxes,220211,FALSE,33816,555.2321977762006,32243.03749704282,1.722021995685499,NA
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,06,Housing,"Owned dwellings: maintenance, repairs, insurance",OWNEXPEN,PARTIAL,33816,507.1767210787793,32243.03749704282,1.5729805888334658,1.9831719611834326
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,07,Housing,Rented dwellings,RNTDWELL,TRUE,33816,1318.5859947953631,32243.03749704282,4.089521636775995,5.155959776160833
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,08,Housing,Other lodging,OTHLODGE,TRUE,33816,570.3225691980127,32243.03749704282,1.7688239492024287,2.230086045072862
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,09,Utilities,Natural gas,NATRLGAS,TRUE,33816,274.13934232316063,32243.03749704282,0.8502280293793766,1.071944816387012
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,10,Utilities,Electricity,ELECTRIC,TRUE,33816,887.9238230423468,32243.03749704282,2.753846696744322,3.4719764459592817
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,11,Utilities,Fuel oil and other fuels,OTHRFUEL,TRUE,33816,108.27998580553584,32243.03749704282,0.3358243956248439,0.42339843861548954
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,12,Utilities,Telephone services,PHONE,TRUE,33816,605.3496569671162,32243.03749704282,1.877458527356909,2.367049622971003
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,13,Utilities,Water and other public services,WATER,TRUE,33816,219.3922403595931,32243.03749704282,0.6804329163457838,0.8578716678023137
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,14,Household ops,Personal services (childcare proxy),HHPERSRV,TRUE,33816,388.6748284835581,32243.03749704282,1.2054535138608002,1.5198036302353142
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,15,Household ops,Other household expenses,HHOTHXPN,TRUE,33816,243.51868937780932,32243.03749704282,0.7552597654614386,0.952211362877585
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,16,Household ops,Housekeeping supplies,HKPGSUPP,TRUE,33816,460.46061036195886,32243.03749704282,1.428093151596496,1.8005017457364807
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,17,Household ops,Household furnishings and equipment,HHFURNSH,TRUE,33816,1371.2656730541755,32243.03749704282,4.2529047493740055,5.361948845660758
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,18,Apparel,Apparel: men and boys,MENBOYS,TRUE,33816,524.7405961674947,32243.03749704282,1.6274539773606052,2.0518505561543914
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,19,Apparel,Apparel: women and girls,WMNSGRLS,TRUE,33816,805.3212680387982,32243.03749704282,2.4976594345760956,3.1489823805835866
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,20,Apparel,Apparel: children under 2,INFANT,TRUE,33816,117.18192571563756,32243.03749704282,0.36343327059798547,0.45820697161026647
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,21,Apparel,Footwear,FOOTWEAR,TRUE,33816,237.53418500118286,32243.03749704282,0.7366991556641286,0.9288106412197358
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,22,Apparel,Other apparel products and services,OTHAPPRL,TRUE,33816,279.8993375916726,32243.03749704282,0.8680923365776058,1.0944676583044506
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,23,Transport,Vehicle purchases (net outlay),VEHPURCH,PARTIAL,33816,2965.5661225455406,32243.03749704282,9.197539539559598,11.59601247225671
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,24,Transport,Gasoline and other fuels,GASFUEL,TRUE,33816,1200.337946534185,32243.03749704282,3.7227818459854296,4.693584032105718
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,25,Transport,Other vehicle expenses,VEHOTHXP,PARTIAL,33816,1899.3030518097942,32243.03749704282,5.890583515848931,7.426690543145491
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,26,Transport,Public and other transportation,PUBTRANS,TRUE,33816,258.94192098414953,32243.03749704282,0.8030940664566683,1.01251957341113
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,27,Health,Health insurance,HLTHINSR,PARTIAL,33816,440.1638277738349,32243.03749704282,1.365143801399619,1.7211368844207124
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,28,Health,Medical services,MEDSERVS,TRUE,33816,619.9779985805536,32243.03749704282,1.9228275209412733,2.4242496396923454
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,29,Health,Drugs,DRUGS,TRUE,33816,188.87094866335462,32243.03749704282,0.585772815854204,0.738526738519412
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,30,Health,Medical supplies,MEDSUPPL,TRUE,33816,72.70321741187604,32243.03749704282,0.22548501337240337,0.28428548919275
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,31,Entertainment,Fees and admissions,FEESADM,TRUE,33816,443.27608232789214,32243.03749704282,1.3747962870078458,1.7333064807589345
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,32,Entertainment,Audio and visual equipment and services,TVAUDIO,TRUE,33816,542.7277028625502,32243.03749704282,1.6832399953395416,2.122184079318812
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,33,Entertainment,"Pets, toys, hobbies, and playground equipment",PETSPLAY,TRUE,33816,331.4477170570144,32243.03749704282,1.0279667884497954,1.2960331019680813
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,34,Entertainment,"Other entertainment supplies, equipment, services",ENTEROTH,TRUE,33816,467.75479063165363,32243.03749704282,1.4507156488421846,1.829023586723006
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,35,Personal care,Personal care products and services,PERSCARE,TRUE,33816,422.7006150934469,32243.03749704282,1.310982611772278,1.6528519014935306
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,36,Reading,Reading,READING,TRUE,33816,166.449018216229,32243.03749704282,0.5162324369454799,0.6508520840444136
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,37,Education,Education,EDUCATN,PARTIAL,33816,512.3457534894725,32243.03749704282,1.5890120573673074,2.003384009010728
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,38,Tobacco,Tobacco products and smoking supplies,TOBACCO,TRUE,33816,284.6180506269222,32243.03749704282,0.8827271644398454,1.1129188588336725
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,39,Miscellaneous,Miscellaneous,MISC,PARTIAL,33816,687.1922167021528,32243.03749704282,2.131288706174717,2.68707194054262
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,40,Out of scope,Cash contributions,CASHCONT,FALSE,33816,666.5250768866808,32243.03749704282,2.067190713492212,NA
1988,families_kids,"Families with children (04 + 09, CU-weighted)",F1,41,Out of scope,Personal insurance and pensions,INSPENSN,FALSE,33816,2994.7054648687013,32243.03749704282,9.287913600396246,NA
1988,married_kids,Married couple with children,04,01,Food,Food at home,FOODHOME,TRUE,28100,3104,35015,8.86477224046837,11.28645189440768
1988,married_kids,Married couple with children,04,02,Food,Food away from home,FOODAWAY,TRUE,28100,2185,35015,6.240182778809082,7.944876736237364
1988,married_kids,Married couple with children,04,03,Alcohol,Alcoholic beverages,ALCBEVG,TRUE,28100,265,35015,0.7568185063544195,0.9635662860882845
1988,married_kids,Married couple with children,04,04,Housing,Owned dwellings: mortgage interest and charges,OWNMORTG,FALSE,28100,2758,35015,7.87662430386977,NA
1988,married_kids,Married couple with children,04,05,Housing,Owned dwellings: property taxes,220211,FALSE,28100,622,35015,1.7763815507639582,NA
1988,married_kids,Married couple with children,04,06,Housing,"Owned dwellings: maintenance, repairs, insurance",OWNEXPEN,PARTIAL,28100,566,35015,1.616450092817364,2.0580321431168644
1988,married_kids,Married couple with children,04,07,Housing,Rented dwellings,RNTDWELL,TRUE,28100,1110,35015,3.1700699700128516,4.0360701039924365
1988,married_kids,Married couple with children,04,08,Housing,Other lodging,OTHLODGE,TRUE,28100,583,35015,1.665000713979723,2.119845829394226
1988,married_kids,Married couple with children,04,09,Utilities,Natural gas,NATRLGAS,TRUE,28100,288,35015,0.8225046408681993,1.047196567522362
1988,married_kids,Married couple with children,04,10,Utilities,Electricity,ELECTRIC,TRUE,28100,941,35015,2.687419677281165,3.4215693404116063
1988,married_kids,Married couple with children,04,11,Utilities,Fuel oil and other fuels,OTHRFUEL,TRUE,28100,124,35015,0.35413394259603026,0.4508762999054614
1988,married_kids,Married couple with children,04,12,Utilities,Telephone services,PHONE,TRUE,28100,628,35015,1.793517064115379,2.283470293069595
1988,married_kids,Married couple with children,04,13,Utilities,Water and other public services,WATER,TRUE,28100,239,35015,0.6825646151649293,0.869027707075849
1988,married_kids,Married couple with children,04,14,Household ops,Personal services (childcare proxy),HHPERSRV,TRUE,28100,400,35015,1.142367556761388,1.4544396771143917
1988,married_kids,Married couple with children,04,15,Household ops,Other household expenses,HHOTHXPN,TRUE,28100,266,35015,0.759674425246323,0.9672023852810705
1988,married_kids,Married couple with children,04,16,Household ops,Housekeeping supplies,HKPGSUPP,TRUE,28100,499,35015,1.4251035270598316,1.8144134972002037
1988,married_kids,Married couple with children,04,17,Household ops,Household furnishings and equipment,HHFURNSH,TRUE,28100,1519,35015,4.338140796801371,5.523234673841903
1988,married_kids,Married couple with children,04,18,Apparel,Apparel: men and boys,MENBOYS,TRUE,28100,579,35015,1.6535770384121091,2.105301432623082
1988,married_kids,Married couple with children,04,19,Apparel,Apparel: women and girls,WMNSGRLS,TRUE,28100,830,35015,2.37041268027988,3.0179623300123626
1988,married_kids,Married couple with children,04,20,Apparel,Apparel: children under 2,INFANT,TRUE,28100,128,35015,0.3655576181636441,0.46542069667660535
1988,married_kids,Married couple with children,04,21,Apparel,Footwear,FOOTWEAR,TRUE,28100,247,35015,0.7054119663001571,0.8981165006181369
1988,married_kids,Married couple with children,04,22,Apparel,Other apparel products and services,OTHAPPRL,TRUE,28100,299,35015,0.8539197486791376,1.0871936586430078
1988,married_kids,Married couple with children,04,23,Transport,Vehicle purchases (net outlay),VEHPURCH,PARTIAL,28100,3330,35015,9.510209910038554,12.108210311977311
1988,married_kids,Married couple with children,04,24,Transport,Gasoline and other fuels,GASFUEL,TRUE,28100,1331,35015,3.8012280451235183,4.839648025598138
1988,married_kids,Married couple with children,04,25,Transport,Other vehicle expenses,VEHOTHXP,PARTIAL,28100,2092,35015,5.9745823218620595,7.606719511308269
1988,married_kids,Married couple with children,04,26,Transport,Public and other transportation,PUBTRANS,TRUE,28100,275,35015,0.7853776952734542,0.9999272780161442
1988,married_kids,Married couple with children,04,27,Health,Health insurance,HLTHINSR,PARTIAL,28100,488,35015,1.3936884192488934,1.7744164060795578
1988,married_kids,Married couple with children,04,28,Health,Medical services,MEDSERVS,TRUE,28100,693,35015,1.9791517920891046,2.5198167406006835
1988,married_kids,Married couple with children,04,29,Health,Drugs,DRUGS,TRUE,28100,210,35015,0.5997429672997286,0.7635808304850557
1988,married_kids,Married couple with children,04,30,Health,Medical supplies,MEDSUPPL,TRUE,28100,82,35015,0.23418534913608455,0.2981601338084503
1988,married_kids,Married couple with children,04,31,Entertainment,Fees and admissions,FEESADM,TRUE,28100,495,35015,1.4136798514922175,1.7998691004290597
1988,married_kids,Married couple with children,04,32,Entertainment,Audio and visual equipment and services,TVAUDIO,TRUE,28100,586,35015,1.6735684706554335,2.1307541269725836
1988,married_kids,Married couple with children,04,33,Entertainment,"Pets, toys, hobbies, and playground equipment",PETSPLAY,TRUE,28100,359,35015,1.0252748821933457,1.3053596102101666
1988,married_kids,Married couple with children,04,34,Entertainment,"Other entertainment supplies, equipment, services",ENTEROTH,TRUE,28100,521,35015,1.4879337426817079,1.8944076794414952
1988,married_kids,Married couple with children,04,35,Personal care,Personal care products and services,PERSCARE,TRUE,28100,456,35015,1.3022990147079823,1.6580612319104064
1988,married_kids,Married couple with children,04,36,Reading,Reading,READING,TRUE,28100,182,35015,0.5197772383264315,0.6617700530870482
1988,married_kids,Married couple with children,04,37,Education,Education,EDUCATN,PARTIAL,28100,571,35015,1.6307296872768813,2.076212639080794
1988,married_kids,Married couple with children,04,38,Tobacco,Tobacco products and smoking supplies,TOBACCO,TRUE,28100,300,35015,0.856775667571041,1.0908297578357937
1988,married_kids,Married couple with children,04,39,Miscellaneous,Miscellaneous,MISC,PARTIAL,28100,733,35015,2.0933885477652434,2.6652607083121227
1988,married_kids,Married couple with children,04,40,Out of scope,Cash contributions,CASHCONT,FALSE,28100,760,35015,2.170498357846637,NA
1988,married_kids,Married couple with children,04,41,Out of scope,Personal insurance and pensions,INSPENSN,FALSE,28100,3373,35015,9.633014422390405,NA
1988,married_nokids,Married couple only,03,01,Food,Food at home,FOODHOME,TRUE,20227,2148,27955,7.6837774995528525,9.708474576271186
1988,married_nokids,Married couple only,03,02,Food,Food away from home,FOODAWAY,TRUE,20227,1667,27955,5.9631550706492575,7.534463276836158
1988,married_nokids,Married couple only,03,03,Alcohol,Alcoholic beverages,ALCBEVG,TRUE,20227,259,27955,0.9264890001788589,1.1706214689265537
1988,married_nokids,Married couple only,03,04,Housing,Owned dwellings: mortgage interest and charges,OWNMORTG,FALSE,20227,1497,27955,5.355034877481667,NA
1988,married_nokids,Married couple only,03,05,Housing,Owned dwellings: property taxes,220211,FALSE,20227,732,27955,2.6184940082275086,NA
1988,married_nokids,Married couple only,03,06,Housing,"Owned dwellings: maintenance, repairs, insurance",OWNEXPEN,PARTIAL,20227,723,27955,2.586299409765695,3.2677966101694915
1988,married_nokids,Married couple only,03,07,Housing,Rented dwellings,RNTDWELL,TRUE,20227,904,27955,3.2337685566088354,4.085875706214689
1988,married_nokids,Married couple only,03,08,Housing,Other lodging,OTHLODGE,TRUE,20227,577,27955,2.0640314791629404,2.607909604519774
1988,married_nokids,Married couple only,03,09,Utilities,Natural gas,NATRLGAS,TRUE,20227,249,27955,0.8907172241101771,1.1254237288135593
1988,married_nokids,Married couple only,03,10,Utilities,Electricity,ELECTRIC,TRUE,20227,769,27955,2.7508495796816312,3.4757062146892657
1988,married_nokids,Married couple only,03,11,Utilities,Fuel oil and other fuels,OTHRFUEL,TRUE,20227,133,27955,0.47576462171346806,0.6011299435028249
1988,married_nokids,Married couple only,03,12,Utilities,Telephone services,PHONE,TRUE,20227,527,27955,1.8851725988195314,2.381920903954802
1988,married_nokids,Married couple only,03,13,Utilities,Water and other public services,WATER,TRUE,20227,195,27955,0.6975496333392953,0.8813559322033898
1988,married_nokids,Married couple only,03,14,Household ops,Personal services (childcare proxy),HHPERSRV,TRUE,20227,9,27955,0.03219459846181363,0.04067796610169491
1988,married_nokids,Married couple only,03,15,Household ops,Other household expenses,HHOTHXPN,TRUE,20227,311,27955,1.1125022357360044,1.4056497175141243
1988,married_nokids,Married couple only,03,16,Household ops,Housekeeping supplies,HKPGSUPP,TRUE,20227,409,27955,1.463065641209086,1.848587570621469
1988,married_nokids,Married couple only,03,17,Household ops,Household furnishings and equipment,HHFURNSH,TRUE,20227,1419,27955,5.076015024145949,6.4135593220338984
1988,married_nokids,Married couple only,03,18,Apparel,Apparel: men and boys,MENBOYS,TRUE,20227,402,27955,1.4380253979610087,1.8169491525423729
1988,married_nokids,Married couple only,03,19,Apparel,Apparel: women and girls,WMNSGRLS,TRUE,20227,509,27955,1.8207834018959042,2.3005649717514123
1988,married_nokids,Married couple only,03,20,Apparel,Apparel: children under 2,INFANT,TRUE,20227,34,27955,0.12162403863351816,0.1536723163841808
1988,married_nokids,Married couple only,03,21,Apparel,Footwear,FOOTWEAR,TRUE,20227,166,27955,0.5938114827401181,0.7502824858757062
1988,married_nokids,Married couple only,03,22,Apparel,Other apparel products and services,OTHAPPRL,TRUE,20227,284,27955,1.0159184403505634,1.2836158192090394
1988,married_nokids,Married couple only,03,23,Transport,Vehicle purchases (net outlay),VEHPURCH,PARTIAL,20227,2743,27955,9.81219817563942,12.39774011299435
1988,married_nokids,Married couple only,03,24,Transport,Gasoline and other fuels,GASFUEL,TRUE,20227,964,27955,3.4483992130209264,4.357062146892655
1988,married_nokids,Married couple only,03,25,Transport,Other vehicle expenses,VEHOTHXP,PARTIAL,20227,1632,27955,5.837953854408871,7.376271186440678
1988,married_nokids,Married couple only,03,26,Transport,Public and other transportation,PUBTRANS,TRUE,20227,356,27955,1.2734752280450725,1.609039548022599
1988,married_nokids,Married couple only,03,27,Health,Health insurance,HLTHINSR,PARTIAL,20227,735,27955,2.629225541048113,3.3220338983050848
1988,married_nokids,Married couple only,03,28,Health,Medical services,MEDSERVS,TRUE,20227,608,27955,2.174923984975854,2.7480225988700564
1988,married_nokids,Married couple only,03,29,Health,Drugs,DRUGS,TRUE,20227,382,27955,1.3664818458236452,1.7265536723163841
1988,married_nokids,Married couple only,03,30,Health,Medical supplies,MEDSUPPL,TRUE,20227,111,27955,0.39706671436236807,0.5016949152542373
1988,married_nokids,Married couple only,03,31,Entertainment,Fees and admissions,FEESADM,TRUE,20227,384,27955,1.3736362010373815,1.735593220338983
1988,married_nokids,Married couple only,03,32,Entertainment,Audio and visual equipment and services,TVAUDIO,TRUE,20227,376,27955,1.345018780182436,1.6994350282485875
1988,married_nokids,Married couple only,03,33,Entertainment,"Pets, toys, hobbies, and playground equipment",PETSPLAY,TRUE,20227,232,27955,0.829905204793418,1.048587570621469
1988,married_nokids,Married couple only,03,34,Entertainment,"Other entertainment supplies, equipment, services",ENTEROTH,TRUE,20227,374,27955,1.3378644249686997,1.6903954802259886
1988,married_nokids,Married couple only,03,35,Personal care,Personal care products and services,PERSCARE,TRUE,20227,347,27955,1.2412806295832588,1.568361581920904
1988,married_nokids,Married couple only,03,36,Reading,Reading,READING,TRUE,20227,178,27955,0.6367376140225363,0.8045197740112995
1988,married_nokids,Married couple only,03,37,Education,Education,EDUCATN,PARTIAL,20227,192,27955,0.6868181005186907,0.8677966101694915
1988,married_nokids,Married couple only,03,38,Tobacco,Tobacco products and smoking supplies,TOBACCO,TRUE,20227,229,27955,0.8191736719728134,1.0350282485875706
1988,married_nokids,Married couple only,03,39,Miscellaneous,Miscellaneous,MISC,PARTIAL,20227,588,27955,2.1033804328384904,2.6576271186440676
1988,married_nokids,Married couple only,03,40,Out of scope,Cash contributions,CASHCONT,FALSE,20227,1014,27955,3.6272580933643357,NA
1988,married_nokids,Married couple only,03,41,Out of scope,Personal insurance and pensions,INSPENSN,FALSE,20227,2587,27955,9.254158468967985,NA
1988,single_other,Single person and other CUs,10,01,Food,Food at home,FOODHOME,TRUE,37136,1265,17951,7.04696117207955,8.385813722240636
1988,single_other,Single person and other CUs,10,02,Food,Food away from home,FOODAWAY,TRUE,37136,1187,17951,6.612444989137096,7.868743785217103
1988,single_other,Single person and other CUs,10,03,Alcohol,Alcoholic beverages,ALCBEVG,TRUE,37136,292,17951,1.6266503258871372,1.935697712959894
1988,single_other,Single person and other CUs,10,04,Housing,Owned dwellings: mortgage interest and charges,OWNMORTG,FALSE,37136,721,17951,4.016489332070637,NA
1988,single_other,Single person and other CUs,10,05,Housing,Owned dwellings: property taxes,220211,FALSE,37136,320,17951,1.78263049412289,NA
1988,single_other,Single person and other CUs,10,06,Housing,"Owned dwellings: maintenance, repairs, insurance",OWNEXPEN,PARTIAL,37136,351,17951,1.9553228232410451,2.3268147166059
1988,single_other,Single person and other CUs,10,07,Housing,Rented dwellings,RNTDWELL,TRUE,37136,1919,17951,10.690212244443206,12.721246271130262
1988,single_other,Single person and other CUs,10,08,Housing,Other lodging,OTHLODGE,TRUE,37136,265,17951,1.4762408779455183,1.756711965528671
1988,single_other,Single person and other CUs,10,09,Utilities,Natural gas,NATRLGAS,TRUE,37136,178,17951,0.9915882123558576,1.1799801126947298
1988,single_other,Single person and other CUs,10,10,Utilities,Electricity,ELECTRIC,TRUE,37136,488,17951,2.7185115035374072,3.235001657275439
1988,single_other,Single person and other CUs,10,11,Utilities,Fuel oil and other fuels,OTHRFUEL,TRUE,37136,67,17951,0.3732382597069801,0.4441498176997017
1988,single_other,Single person and other CUs,10,12,Utilities,Telephone services,PHONE,TRUE,37136,459,17951,2.5569606150075206,3.042757706330792
1988,single_other,Single person and other CUs,10,13,Utilities,Water and other public services,WATER,TRUE,37136,103,17951,0.5737841902958053,0.6827974809413324
1988,single_other,Single person and other CUs,10,14,Household ops,Personal services (childcare proxy),HHPERSRV,TRUE,37136,55,17951,0.30638961617737176,0.3646005966191581
1988,single_other,Single person and other CUs,10,15,Household ops,Other household expenses,HHOTHXPN,TRUE,37136,148,17951,0.8244666035318367,0.9811070599933709
1988,single_other,Single person and other CUs,10,16,Household ops,Housekeeping supplies,HKPGSUPP,TRUE,37136,227,17951,1.2645535067684253,1.5048060987736163
1988,single_other,Single person and other CUs,10,17,Household ops,Household furnishings and equipment,HHFURNSH,TRUE,37136,602,17951,3.353573617068687,3.9907192575406034
1988,single_other,Single person and other CUs,10,18,Apparel,Apparel: men and boys,MENBOYS,TRUE,37136,231,17951,1.2868363879449614,1.531322505800464
